1771372870779,1157260
1771380002687,1151590
1771380003400,1151590
1771387202390,1160340
1771387203151,1160340
1771394402251,1159030
1771394402997,1159030
1771401602544,1166570
1771401603096,1166570
1771408802608,1167210
1771408803184,1167210
1771416002794,1152550
1771416003439,1152550
1771423202100,1150090
1771423202659,1150090
1771430402317,1161620
1771430403079,1161620
1771437601782,1152760
1771437602338,1152760
1771444801717,1140000
1771444802197,1140000
1771452027473,1141200
1771452028345,1141200
